vehid,entry,mid,instspeed,exit,length
10.0,453.7149712667909,455.0809932032929,8.226336952354051,457.35245252572815,27.83
103.0,543.9309107972545,545.2182498063114,9.288851667315384,546.9713917504037,27.83
133.0,813.9458072655358,815.2520150292995,8.99099587353305,817.7234765047273,27.83
56.0,1001.9842375739396,1003.2267335784314,8.309707213683362,1005.8439292508583,27.83
78.0,1263.8748110134406,1265.0830261345116,8.675753181544897,1266.8604805015061,27.83
145.0,1826.252751932756,1827.3340654757153,9.271607647016676,1829.864860740734,27.83
2140.0,2523.8656917928924,2525.2096189491926,8.522067732236515,2527.59918873343,27.83
2018.0,2614.043720118513,2615.371668284324,9.042516663026545,2617.6245069073366,27.83
2102.0,2704.137365683492,2705.482206674245,9.911570927279262,2707.5125887398394,27.83
2033.0,2892.003339958351,2893.281402193729,8.383636212110357,2895.2815909300525,27.83
2000.0,2973.9760854338642,2975.281222013446,9.671225912933552,2976.9595303682236,27.83
2016.0,3063.7858187247716,3065.2062863803976,9.086325806078547,3067.0122774880197,27.83
2021.0,3153.7149725219297,3155.022926925823,8.288522085750571,3157.0288274331883,27.83
2090.0,3243.9068020172226,3245.236360733715,9.071689417178769,3247.340451186533,27.83
2020.0,3424.130859457215,3425.4144156712805,10.036996177084749,3427.4811095342725,27.83
2009.0,3603.738132602316,3605.0439047167147,8.352600723719688,3606.844590505621,27.83
2026.0,3693.8363035773023,3695.0949871255434,9.057309174086967,3696.8154880525235,27.83
4132.0,3989.271603830991,3990.3534548279017,8.821192899939033,3992.808943825311,27.83
4016.0,4593.789231817077,4595.199498509569,8.55335406400797,4597.142495717817,27.83
4003.0,4884.1674687181685,4885.210833836399,9.166144196731867,4887.014949875401,27.83
4145.0,5313.743480168327,5315.026835575924,8.501584136365503,5316.909633095238,27.83
6081.0,6034.074339297615,6035.30027715527,9.709812959329943,6036.982613903392,27.83
5995.0,6124.110766954549,6125.457342447128,9.727042854773199,6127.41671629526,27.83
6102.0,6213.997192016619,6215.296312461025,9.64091237834774,6216.997726144922,27.83
6132.0,6663.872436371158,6665.197067228852,8.034128864060474,6667.021276442792,27.83
6001.0,6843.974371439361,6845.350594165555,8.738582808577414,6847.812275780733,27.83
